Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Active Flow Entries,Packets Looked Up,Packets Matched,Label
of:000000000000000a,Port#:1,3046,44243358,107449116,5492,2697,0,0,278,2,5,2,0,0,0,0,0,6,18547,18324,Diversion
of:0000000000000003,Port#:1,315695,76240454,56036977,316552,1527,83,5498,4859014,134,4,1,0,0,0,0,0,8,991697,991573,Normal
of:0000000000000004,Port#:2,373,6323255,6339733,612,91,4,556,3675,47,4,3,324,8143,324,8143,324,8,1714,1618,TCP-SYN
of:000000000000000a,Port#:4,1829,37889430,18963416,1072,286,4,556,556,4,4,1,0,0,0,0,0,5,3381,3262,PortScan
of:0000000000000004,Port#:1,178659,20178919,12647783,299665,1200,4,556,556,4,5,2,0,0,0,0,0,5,952155,952023,Normal
of:0000000000000001,Port#:4,1399,31567902,12659066,906,266,2,278,278,2,5,4,0,0,0,0,0,10,270027,269921,PortScan
of:0000000000000007,Port#:3,3462,12790064,12786460,3398,166,97,5578,5632,98,4,3,507,151573,507,151573,507,8,7246,7134,TCP-SYN
of:000000000000000a,Port#:4,122,8564,6314077,252,71,56,3996,3939448,104,5,1,0,0,0,0,0,8,804,717,PortScan
of:000000000000000c,Port#:4,143,19868,20120,149,171,4,556,556,4,5,1,0,0,0,0,0,7,2908,2803,TCP-SYN
of:0000000000000004,Port#:2,103,13763,13757,99,106,5,598,556,4,4,3,0,0,0,0,0,6,101771,101677,PortScan
of:000000000000000c,Port#:2,7048,177563044,137323520,415362,2877,39,920292,2808,40,5,2,205,6305807,205,6305807,205,10,673991,673854,Normal
of:000000000000000b,Port#:2,2795,12751497,6337543,543,151,97,5408,278,2,5,1,0,0,0,0,0,5,3829,3716,TCP-SYN
of:0000000000000004,Port#:2,68,9202,9202,68,56,4,560,560,4,5,2,0,0,0,0,0,4,140,90,TCP-SYN
of:0000000000000009,Port#:2,612,12625246,12681725,1035,612,0,0,560,4,5,1,0,0,0,0,0,4,2094,2020,Blackhole
of:0000000000000004,Port#:1,1371,185029,31722189,2562,1991,4,556,556,4,5,4,0,0,0,0,0,4,11769,11541,Diversion
of:0000000000000003,Port#:3,119744,42900911,63790048,317388,1377,4,556,278,2,5,3,0,0,0,0,0,8,989199,989075,Normal
of:000000000000000b,Port#:2,236,24039,6327586,408,131,5,759,763,5,5,4,0,0,0,0,0,6,1795,1703,PortScan
of:0000000000000001,Port#:1,4014,100932556,76006474,5630,2827,0,0,278,2,5,2,0,0,0,0,0,4,21722,21497,Diversion
of:000000000000000c,Port#:3,1327,25268692,18956819,1025,216,2,278,278,2,5,1,0,0,0,0,0,4,2726,2615,PortScan
of:0000000000000008,Port#:2,2971,174029,6478180,3154,176,97,5396,5396,97,5,2,453,145584,453,145584,453,7,6860,6752,TCP-SYN
of:000000000000000a,Port#:3,60,8438,8160,58,51,4,556,556,4,5,2,0,0,0,0,0,4,119,66,PortScan
of:0000000000000009,Port#:3,3720,56958155,217326,1602,2356,4,560,278,2,4,4,0,0,0,0,0,4,11382,11243,Blackhole
of:0000000000000009,Port#:1,3339,63197137,56915689,3489,1252,4,556,278,2,5,3,0,0,0,0,0,6,11115,10901,Diversion
of:000000000000000c,Port#:3,1467,184469,19117923,2299,1857,2,278,280,2,4,3,0,0,0,0,0,6,10546,10420,Blackhole
of:000000000000000c,Port#:2,2145,44183988,56911047,3274,1442,76,3150744,2986,43,5,3,0,0,0,0,0,6,12617,12405,Diversion
of:0000000000000009,Port#:3,2304,31696086,161549,1200,1736,4,560,278,2,5,4,0,0,0,0,0,4,7805,7673,Blackhole
of:0000000000000001,Port#:2,361,12607868,34227,359,166,0,0,556,4,5,1,0,0,0,0,0,8,171104,171006,PortScan
of:0000000000000001,Port#:4,1934,19085259,44312390,2808,1706,4,556,556,4,5,1,0,0,0,0,0,5,9613,9487,Blackhole
of:0000000000000009,Port#:3,191,6304729,30208,280,201,0,0,278,2,5,1,0,0,0,0,0,6,2230,2136,PortScan
of:0000000000000001,Port#:1,13,1102,13527,100,101,0,0,560,4,5,1,0,0,0,0,0,4,206,149,TCP-SYN
of:0000000000000007,Port#:1,10229,195867920,289518,2113,3157,4,556,556,4,5,3,0,0,0,0,0,4,18049,17804,Diversion
of:000000000000000a,Port#:4,1283,37837044,22692094,238618,1190,0,0,280,2,4,1,0,0,0,0,0,4,509659,509578,Normal
of:0000000000000001,Port#:4,2650,63096755,60892054,247510,1825,0,0,280,2,4,2,0,0,0,0,0,8,654453,654329,Normal
of:0000000000000008,Port#:2,130329,19648832,37832355,1449,256,6,801,556,4,5,2,0,0,0,0,0,8,267505,267403,PortScan
of:0000000000000008,Port#:2,692,43529,9781,69,66,99,5851,759,5,5,3,0,7633,0,7633,0,9,1736,1639,TCP-SYN
of:0000000000000001,Port#:3,3322,19074597,186574,3121,166,139,8626,5512,96,5,1,480,136242,480,136242,480,7,6741,6631,TCP-SYN
of:0000000000000007,Port#:3,3054,25489353,38093975,3362,2486,2,278,278,2,5,1,0,0,0,0,0,7,13957,13819,Blackhole
of:0000000000000007,Port#:3,455,31365,25226533,791,96,64,4501,4726996,121,5,1,1260657,12606571,1260657,12606571,1260657,8,2292,2201,TCP-SYN
of:000000000000000b,Port#:1,1876,19003619,75777246,3274,1171,0,0,280,2,5,1,0,0,0,0,0,4,5976,5899,Blackhole
of:0000000000000001,Port#:4,18848,1024571,8480,61,51,49,3807,556,4,5,3,0,0,0,0,0,5,19020,18933,PortScan
of:0000000000000001,Port#:3,1024,6402757,25307758,1469,907,4,560,560,4,5,2,0,0,0,0,0,404,3025,2951,Blackhole
of:0000000000000008,Port#:1,892,6394810,84742,647,907,4,560,556,4,5,4,0,0,0,0,0,4,3787,3663,Blackhole
of:0000000000000003,Port#:4,305643,25573464,138192763,287188,2307,4,556,278,2,5,4,0,6303372,0,6303372,0,6,1001250,1001116,Normal
of:0000000000000001,Port#:1,2300,19116783,184427,1466,1857,2,278,278,2,5,4,0,0,0,0,0,4,9380,9244,Blackhole
of:000000000000000a,Port#:4,2598,12740345,6336667,536,141,101,5782,556,4,5,1,0,0,0,0,0,6,3610,3498,TCP-SYN
of:0000000000000003,Port#:3,123347,106117766,108096424,320465,2567,4,556,278,2,5,3,630328,6303286,630328,6303286,630328,7,1005989,1005854,Normal
of:000000000000000c,Port#:4,2000,118722,19021044,2402,126,97,5408,5408,97,5,1,475,95094,475,95094,475,6,4735,4633,TCP-SYN
of:0000000000000007,Port#:1,199,19900,12661,96,91,4,556,556,4,4,3,0,0,0,0,0,4,474,382,TCP-SYN
of:0000000000000002,Port#:1,577,66541,6387098,1000,581,4,556,556,4,4,2,0,0,0,0,0,4,2750,2625,Blackhole
of:0000000000000005,Port#:1,1664,31586131,12667321,1017,276,4,556,556,4,5,4,0,0,0,0,0,6,3551,3441,PortScan
of:000000000000000c,Port#:2,400,6319103,12638184,643,201,0,0,280,2,5,2,0,0,0,0,0,8,2526,2422,PortScan
of:0000000000000002,Port#:1,49336,15252442,2673622,49298,106,5054,272916,273472,5058,5,1,0,0,0,0,0,6,98939,98884,PortScan
of:000000000000000b,Port#:2,2418,37957942,37959340,2436,1022,4,556,556,4,5,3,0,0,0,0,0,5,7483,7314,Diversion
of:0000000000000004,Port#:1,3292,25514438,244768,1775,2676,4,556,556,4,5,1,0,0,0,0,0,4,15128,14986,Blackhole
of:0000000000000007,Port#:1,3269,50627813,25384081,2089,1651,2,278,280,2,5,5,0,0,0,0,0,6,11959,11745,Diversion
of:000000000000000c,Port#:1,23759,1283346,1043628,19223,56,0,0,560,4,4,1,0,0,0,0,0,9,43399,43314,PortScan
of:0000000000000001,Port#:4,796,18929421,12715816,1338,886,0,0,278,2,5,1,0,0,0,0,0,7,5877,5765,Blackhole
of:000000000000000c,Port#:1,2069,37891322,56968483,3637,2082,0,0,560,4,5,1,0,0,0,0,0,6,13616,13485,Blackhole
of:000000000000000c,Port#:4,89,11817,2191373,40389,86,3,320,320,3,5,1,0,0,0,0,0,9,76733,76643,PortScan
of:0000000000000006,Port#:1,82,11103,11103,82,76,4,556,556,4,5,3,0,0,0,0,0,4,427,330,PortScan
of:0000000000000009,Port#:2,664,12640506,12653185,844,226,3,320,348,3,4,2,0,0,0,0,0,7,1515,1455,PortScan
of:000000000000000a,Port#:3,443,44372,25271686,1336,266,2,278,278,2,5,2,0,0,0,0,0,6,2871,2754,PortScan
of:0000000000000008,Port#:2,1838,44166787,31732395,2846,1736,0,0,278,2,5,1,0,0,0,0,0,5,6739,6662,Blackhole
of:000000000000000c,Port#:1,510,6334040,12621951,458,121,43,3411,2233167,66,4,3,249514,6303305,249514,6303305,249514,6,1768,1680,TCP-SYN
of:000000000000000c,Port#:1,295,24590,8880,65,56,33,2769,560,4,5,5,513,22032,513,22032,513,10,1598,1519,TCP-SYN
of:000000000000000a,Port#:1,299,32445,6335510,462,221,4,556,556,4,5,3,0,0,0,0,0,4,1728,1634,TCP-SYN
of:000000000000000a,Port#:3,181984,196751711,88552620,155443,2600,2,278,280,2,5,3,0,0,0,0,0,4,663745,663610,Normal
of:000000000000000b,Port#:2,75,10227,41783,659,66,6,829,5905,100,5,2,507,31374,507,31374,507,5,1015,957,TCP-SYN
of:000000000000000a,Port#:2,461,12614784,6342169,572,206,0,0,560,4,5,2,0,0,0,0,0,6,2243,2149,PortScan
of:0000000000000006,Port#:3,761,18925556,12674823,1050,454,0,0,556,4,4,3,0,0,0,0,0,7,4923,4770,Diversion
of:000000000000000a,Port#:1,3057,81993956,44459482,4407,2637,0,0,560,4,5,2,0,5624,0,5624,0,12,17894,17668,Diversion
of:0000000000000003,Port#:2,6918,126304736,213072768,420806,2757,0,0,556,4,5,2,0,0,0,0,0,7,1008251,1008116,Normal
of:0000000000000003,Port#:1,682,18932002,18939402,789,191,4,556,5057,68,5,2,516,5160,516,5160,516,8,160448,160344,PortScan
of:000000000000000a,Port#:2,2332,44196166,63293206,4056,2282,0,0,278,2,5,2,0,0,0,0,0,5,15323,15102,Diversion
of:0000000000000003,Port#:3,123897,106170471,127044504,321318,2897,2,278,556,4,4,3,0,0,0,0,0,7,1009224,1009089,Normal
of:0000000000000004,Port#:1,180839,64398917,12707291,300098,1860,144,5646184,556,4,5,2,0,0,0,0,0,6,958733,958601,Normal
of:0000000000000007,Port#:2,4755,57074019,12866448,2300,2716,4,556,560,4,4,4,0,0,0,0,0,4,19828,19692,Blackhole
of:0000000000000003,Port#:1,1252,31543732,19023249,1658,782,92,3545308,3325,44,5,1,630337,6303373,630337,6303373,630337,8,5365,5246,Blackhole
of:0000000000000003,Port#:2,2250,44165510,57031958,4156,2696,0,0,278,2,5,2,0,0,0,0,0,6,17998,17870,Blackhole
of:000000000000000c,Port#:4,2856,6453164,19067885,3157,201,128,7597,1581529,142,5,1,631382,6429875,631382,6429875,631382,8,6624,6520,TCP-SYN
of:0000000000000008,Port#:2,440,6331834,6340754,567,181,4,556,556,4,4,3,0,0,0,0,0,8,197527,197427,PortScan
of:0000000000000008,Port#:1,98,13199,9784156,64394,101,4,560,622361,11502,5,4,0,0,0,0,0,6,64684,64580,PortScan
of:000000000000000a,Port#:3,2218,31668150,37984952,2564,1266,66,4925,3939659,105,5,3,0,0,0,0,0,6,8005,7877,Blackhole
of:000000000000000a,Port#:2,1585,37872033,51568,550,266,2,278,278,2,5,4,0,0,0,0,0,4,4068,3959,PortScan
of:000000000000000b,Port#:2,291,6319122,15802053,59285,126,2,278,297332,5503,5,3,0,0,0,0,0,10,119030,118933,PortScan
of:0000000000000002,Port#:2,2888,44299502,31670928,2241,1296,4,556,556,4,4,4,0,0,0,0,0,5,8565,8445,Blackhole
of:0000000000000004,Port#:2,465,30260,30024,464,51,100,5740,5740,100,4,2,529,21222,529,21222,529,6,1026,931,TCP-SYN
of:0000000000000007,Port#:3,976,12683350,12691551,1094,742,4,556,278,2,5,2,0,0,0,0,0,4,2510,2439,Blackhole
of:000000000000000c,Port#:3,1487,187249,19128874,2438,1887,4,556,560,4,4,3,0,8077,0,8077,0,6,10912,10785,Blackhole
of:0000000000000006,Port#:2,1916,115196,12703517,1983,106,151,9378,2763424,174,5,3,-322904,0,-322904,0,-322904,9,4193,4089,TCP-SYN
of:0000000000000002,Port#:2,1647,37862316,31736063,2813,1866,1,70,278,2,5,1,0,0,0,0,0,5,11590,11467,Blackhole
of:0000000000000007,Port#:3,757,18934889,6336030,522,141,4,556,560,4,4,3,0,0,0,0,0,4,1818,1723,PortScan
of:0000000000000001,Port#:2,291,6311601,6330069,425,166,0,0,598,5,4,2,0,0,0,0,0,6,2112,2014,PortScan
of:000000000000000b,Port#:1,716,12644931,12657415,889,284,146,6039240,5712,82,5,4,0,0,0,0,0,6,2494,2338,Diversion
of:0000000000000007,Port#:3,1395,6459293,6456960,1344,1576,4,556,556,4,4,2,0,0,0,0,0,4,7397,7265,Blackhole
of:0000000000000003,Port#:3,479,12615969,6338533,539,171,0,0,560,4,5,1,0,6303748,0,6303748,0,8,3831,3735,TCP-SYN
of:0000000000000003,Port#:2,37430,8315523,2031582,37451,96,2,84,362,4,5,2,0,0,0,0,0,8,75358,75263,PortScan
of:0000000000000006,Port#:1,678,12629633,18948962,927,196,0,0,556,4,5,1,0,0,0,0,0,6,2791,2688,PortScan
of:0000000000000008,Port#:3,77616,23085433,25623,250,141,5188,280496,556,4,5,3,0,0,0,0,0,6,78397,78282,PortScan
of:000000000000000c,Port#:3,3247,44340177,25443377,2901,1751,2,278,280,2,5,4,0,6302618,0,6302618,0,6,15919,15703,Diversion
of:0000000000000008,Port#:1,205,27126,24751102,1408,246,4,560,5777838,154,5,3,0,0,0,0,0,5,2535,2431,PortScan
of:0000000000000008,Port#:1,294,6311795,6324552,385,101,0,0,560,4,4,2,630328,6303287,630328,6303287,630328,8,1175,1090,TCP-SYN
of:000000000000000c,Port#:3,88142,17363532,11052094,87847,186,5212,281618,281620,5212,5,3,0,0,0,0,0,6,176443,176338,PortScan
of:0000000000000001,Port#:3,310,33705,6329400,371,231,4,560,560,4,5,2,0,0,0,0,0,4,1268,1206,PortScan
of:0000000000000005,Port#:3,20132,1092606,9120,67,56,4,556,556,4,5,3,0,0,0,0,0,7,44213,44125,PortScan
of:000000000000000a,Port#:1,3393,12785244,12635937,625,181,102,5848,556,4,4,2,0,0,0,0,0,5,4296,4191,TCP-SYN
of:000000000000000c,Port#:2,5939,157694826,105759015,413961,2637,0,0,560,4,5,2,0,0,0,0,0,4,669448,669311,Normal
of:000000000000000a,Port#:3,170,22554,22554,170,196,4,556,556,4,5,2,0,0,0,0,0,7,2670,2559,PortScan
of:0000000000000003,Port#:3,3822,63263635,82178097,4823,1886,4,556,5592,80,5,1,0,0,0,0,0,8,12599,12474,Blackhole
of:000000000000000a,Port#:1,2566,44216608,86079661,247855,1780,0,0,560,4,4,1,0,0,0,0,0,4,653216,653092,Normal
of:0000000000000007,Port#:3,912,118255,19046785,1710,1222,5,736,736,5,5,3,29,294,29,294,29,104,4651,4504,Diversion
of:0000000000000004,Port#:2,281805,55979291,19137441,304332,1110,91,3283371,556,4,5,4,0,0,0,0,0,5,951182,951051,Normal
of:0000000000000007,Port#:1,6695,138957566,190676,1402,2062,2,278,278,2,5,3,0,0,0,0,0,4,12115,11883,Diversion
of:0000000000000001,Port#:3,1952,265976,75931675,4801,2896,4,556,4269,56,5,4,0,0,0,0,0,7,26833,26704,Blackhole
of:000000000000000a,Port#:1,159,22286,6333294,447,201,2,278,278,2,5,3,630335,6303353,630335,6303353,630335,5,1038,926,TCP-SYN
of:0000000000000004,Port#:1,399,6326273,14801,110,116,69,5127,556,4,5,3,0,0,0,0,0,7,3962,3862,TCP-SYN
of:000000000000000a,Port#:2,142,18888,12603555,600,161,2,278,278,2,5,2,0,0,0,0,0,4,999,894,TCP-SYN
of:000000000000000c,Port#:1,4701,100977734,120138502,6861,2987,0,0,560,4,5,2,0,0,0,0,0,204,25771,25543,Diversion
of:0000000000000004,Port#:2,57,7924,7924,57,46,2,278,278,2,4,3,0,0,0,0,0,5,327,238,PortScan
of:0000000000000003,Port#:1,3293,82015816,57057981,4873,2836,0,0,278,2,5,1,0,0,0,0,0,606,18822,18694,Blackhole
of:0000000000000005,Port#:1,3411,38076086,186110,1353,2052,5,663,663,5,4,2,0,0,0,0,0,505,11598,11457,Blackhole
of:0000000000000008,Port#:1,287,32029,6335324,463,221,24,2153,556,4,5,3,0,0,0,0,0,5,1213,1101,TCP-SYN
of:0000000000000001,Port#:4,134793,32481605,13904659,140571,286,4,556,556,4,5,4,0,0,0,0,0,6,277775,277661,PortScan
of:0000000000000006,Port#:1,1253,6448511,12765973,1653,1542,4,556,556,4,5,5,0,0,0,0,0,6,8623,8415,Diversion
of:0000000000000001,Port#:1,378,6323140,11701,87,86,2,278,278,2,5,4,0,0,0,0,0,6,1132,1048,TCP-SYN
of:000000000000000b,Port#:2,410,41349,12634759,563,246,4,560,560,4,5,2,0,0,0,0,0,6,268591,268524,PortScan
of:0000000000000001,Port#:3,13340,7018726,524385,9596,36,201,2502787,39904,715,5,3,0,0,0,0,0,8,22990,22908,PortScan
of:0000000000000005,Port#:2,490,53268,12653690,744,447,2,278,280,2,5,4,0,6303353,0,6303353,0,7,2156,2048,Blackhole
of:0000000000000004,Port#:3,2534,37968135,6409367,1038,1052,4,556,556,4,5,4,0,0,0,0,0,4,7564,7391,Diversion
of:0000000000000003,Port#:2,409,6319705,12637870,628,216,0,0,278,2,5,1,0,0,0,0,0,4,1197,1130,TCP-SYN
of:000000000000000b,Port#:1,361,12607864,28311,319,96,74,2757669,3329,44,5,1,351,7681,351,7681,351,8,1161,1071,TCP-SYN
of:0000000000000007,Port#:1,117,15705,15467,112,126,3,348,278,2,5,3,0,0,0,0,0,6,3590,3503,TCP-SYN
of:0000000000000009,Port#:1,78,10595,10547,78,71,2,280,348,3,5,4,518,33534,518,33534,518,6,1553,1451,TCP-SYN
of:0000000000000002,Port#:1,344,23746,18929509,670,161,52,3708,4333187,112,5,1,433290,6303617,433290,6303617,433290,6,1252,1189,PortScan
of:000000000000000c,Port#:3,120442,25410321,44013993,125108,236,88,6120,5777842,154,5,3,0,0,0,0,0,8,246731,246630,PortScan
of:0000000000000001,Port#:4,3121,75712354,57017230,4346,2056,0,0,560,4,5,2,0,0,0,0,0,605,18586,18459,Blackhole
of:0000000000000004,Port#:1,1653,6493624,175617,1302,1917,4,560,556,4,5,4,0,0,0,0,0,4,6900,6768,Blackhole
of:000000000000000c,Port#:1,226,15661,12619711,445,96,0,0,322,3,4,1,0,0,0,0,0,6,99690,99599,PortScan
of:000000000000000c,Port#:3,824,108927,114612,890,1141,4,556,556,4,5,2,0,0,0,0,0,4,5181,5050,Blackhole
of:000000000000000a,Port#:3,360,6320719,1092606,20132,56,47,3688,556,4,5,1,0,0,0,0,0,10,44383,44298,PortScan
of:0000000000000003,Port#:3,3362,6489367,20440,152,176,98,5462,278,2,5,1,0,0,0,0,0,5,4671,4564,TCP-SYN
of:0000000000000004,Port#:2,286526,125168066,25567306,305598,2240,158,5909174,278,2,4,4,578482,5784822,578482,5784822,578482,6,961938,961795,Normal
of:0000000000000008,Port#:2,576,6331006,18938380,799,151,1,70,350,3,5,2,0,0,0,0,0,6,1638,1580,Overflow
of:0000000000000004,Port#:3,5078,82205667,12772123,1693,1622,5,436,556,4,4,4,0,0,0,0,0,5,13537,13311,Diversion
of:000000000000000a,Port#:1,5964,126239134,149322701,251809,3000,0,0,280,2,5,1,0,0,0,0,0,4,668208,668073,Normal
of:000000000000000c,Port#:2,471,6335294,18941054,796,211,4,556,556,4,5,1,0,0,0,0,0,4,2148,2046,PortScan
of:000000000000000b,Port#:2,151,10442,6321108,305,141,0,0,560,4,5,2,0,0,0,0,0,9978,1471,1363,Overflow
of:0000000000000009,Port#:3,162,21248,12628160,511,181,4,556,556,4,5,1,0,0,0,0,0,6,4987,4881,TCP-SYN
of:0000000000000003,Port#:4,304901,25478039,74172891,283197,1337,4,556,5515020,146,4,4,0,0,0,0,0,8,988274,988150,Normal
of:0000000000000001,Port#:4,4584,50759678,88549882,5152,2466,64,4792,4989820,129,5,3,0,0,0,0,0,607,17874,17738,Blackhole
of:0000000000000006,Port#:3,1063,12666024,12627488,495,181,4,556,556,4,5,1,0,0,0,0,0,5,2010,1906,TCP-SYN
of:000000000000000a,Port#:4,457,6333733,22512,169,196,4,556,556,4,4,1,0,0,0,0,0,5,1078,979,TCP-SYN
of:000000000000000a,Port#:1,4566,88394009,129778673,250165,2300,97,6422,5777908,155,4,1,0,0,0,0,0,8,660001,659866,Normal
of:0000000000000004,Port#:1,2981,50602229,25401477,2469,1492,4,556,556,4,5,2,0,0,0,0,0,4,12380,12160,Diversion
of:000000000000000b,Port#:2,543,6337602,12633993,615,151,2,280,280,2,5,2,0,0,0,0,0,4,1456,1387,PortScan
of:0000000000000009,Port#:2,836,6362871,31569255,1427,266,2,278,278,2,5,2,0,0,0,0,0,5,2662,2537,PortScan
of:000000000000000a,Port#:4,108421,31047997,24284,184,211,155,6040059,560,4,5,5,0,0,0,0,0,10,224210,224115,PortScan
of:0000000000000003,Port#:2,11,942,9060,67,56,0,0,560,4,5,1,0,0,0,0,0,6,1036,947,TCP-SYN
of:0000000000000009,Port#:2,285,6318721,15473,116,121,4,556,556,4,5,3,0,0,0,0,0,10,114853,114754,PortScan
of:0000000000000006,Port#:2,153,20094,20372,155,171,4,556,556,4,5,3,0,0,0,0,0,4,1578,1476,PortScan
of:0000000000000006,Port#:2,205,21002,13925,103,106,4,556,556,4,5,1,0,0,0,0,0,5,852,761,TCP-SYN
of:0000000000000001,Port#:1,2207,19076087,103655,783,1091,2,278,278,2,5,4,0,0,0,0,0,7,5890,5766,Blackhole
of:0000000000000008,Port#:2,240,16640,29777023,408064,927,0,0,280,2,5,1,0,0,0,0,0,6,642751,642632,Normal
of:0000000000000007,Port#:1,9394,183208242,249028,1822,2707,4,556,556,4,5,3,0,0,0,0,0,4,16066,15827,Diversion
of:000000000000000a,Port#:2,11,926,12085,89,86,0,0,280,2,5,1,0,0,0,0,0,6,59212,59115,PortScan
of:0000000000000001,Port#:3,3320,44364418,56983094,3842,2182,2,278,278,2,5,3,0,0,0,0,0,4,9703,9541,Diversion
of:000000000000000c,Port#:1,4591,100970470,113803666,6460,2637,0,0,560,4,5,2,0,7140,0,7140,0,6,23738,23510,Diversion
of:0000000000000009,Port#:2,127581,19495493,27290,195,256,5,598,556,4,5,2,0,0,0,0,0,7,256369,256262,PortScan
of:0000000000000006,Port#:2,491,6334858,25016,211,204,2,278,278,2,5,2,0,0,0,0,0,7,1967,1819,Diversion
of:000000000000000c,Port#:1,187,6304488,24746,242,136,0,0,278,2,5,2,0,0,0,0,0,6,5051,4958,TCP-SYN
of:0000000000000003,Port#:3,3134,31793920,31818014,3480,2717,4,556,556,4,5,4,0,0,0,0,0,4,18589,18366,Diversion
of:000000000000000a,Port#:1,127,17062,6503372,3656,141,5,626,667629,210,4,4,515862,5158628,515862,5158628,515862,10,8551,8452,TCP-SYN
of:0000000000000008,Port#:3,1016,31537302,27964,263,171,4,560,556,4,5,3,0,0,0,0,0,8,5487,5383,TCP-SYN
of:0000000000000004,Port#:3,4657,69588951,12760975,1611,1502,51,3658,556,4,5,4,0,0,0,0,0,6,12679,12459,Diversion
of:000000000000000c,Port#:4,328,6314044,6434593,625,201,0,0,280,2,5,1,0,0,0,0,0,9978,1633,1529,Overflow
of:0000000000000005,Port#:3,113,14959,6325523,391,116,4,556,2879,35,5,2,0,0,0,0,0,5,701,606,PortScan
of:0000000000000006,Port#:1,96,12693,12971,98,96,2,278,278,2,5,4,0,6303287,0,6303287,0,6,1128,1036,TCP-SYN
of:0000000000000003,Port#:2,2141,44158000,50708839,3841,2476,0,0,278,2,5,2,0,0,0,0,0,5,16454,16326,Blackhole
of:0000000000000002,Port#:2,891,6394400,19033456,1724,941,2,278,280,2,5,5,0,0,0,0,0,6,7410,7244,Diversion
of:0000000000000007,Port#:2,1234,18959448,38005159,2584,1747,0,0,556,4,5,1,0,0,0,0,0,404,4956,4880,Blackhole
of:000000000000000a,Port#:4,66,9078,1009524,18593,56,4,556,556,4,5,1,0,0,0,0,0,7,37354,37266,PortScan
of:0000000000000007,Port#:2,1763,31578606,49074714,3259,2012,86,5696,4727468,129,5,1,0,0,0,0,0,7,12356,12229,Blackhole
of:0000000000000004,Port#:1,1859,37876839,44339992,3136,1867,98,3807829,3722,50,5,1,225,14258,225,14258,225,8,6205,6129,Blackhole
of:0000000000000008,Port#:1,168,22208,6355970,787,191,4,560,556,4,4,4,507,159732,507,159732,507,6,7562,7451,TCP-SYN
of:0000000000000003,Port#:2,1500,37849576,25367443,2183,1172,0,0,280,2,5,2,0,0,0,0,0,4,5009,4862,Diversion
of:000000000000000b,Port#:2,1742,19040785,6409559,1011,1081,2,278,280,2,5,5,0,0,0,0,0,5,7134,6963,Diversion
of:000000000000000c,Port#:2,550,12626912,12877,95,96,73,2626677,278,2,5,1,0,0,0,0,0,5,1406,1311,PortScan
of:000000000000000c,Port#:4,3944,44437000,88621434,6078,2826,2,278,280,2,5,4,0,0,0,0,0,7,25438,25210,Diversion
of:000000000000000c,Port#:3,4203,44473042,88657776,6338,3226,2,278,280,2,5,4,0,0,0,0,0,205,26449,26217,Diversion
of:0000000000000007,Port#:1,173,23262,31717313,4289,206,4,556,138121,116,5,3,13756,6472793,13756,6472793,13756,8,8820,8715,TCP-SYN
of:0000000000000007,Port#:3,2906,38033828,6485910,1575,1866,2,278,280,2,5,4,0,0,0,0,0,4,11985,11856,Blackhole
of:0000000000000004,Port#:3,2530,6442149,6567040,4807,136,96,5342,10596,193,5,1,923,229392,923,229392,923,8,7861,7761,TCP-SYN
of:0000000000000009,Port#:1,801,12636634,25270463,1251,424,0,0,280,2,5,3,630228,6302288,630228,6302288,630228,6,3578,3422,Diversion
of:000000000000000c,Port#:3,196,26200,25948,190,236,4,556,556,4,5,1,0,0,0,0,0,6,118618,118511,PortScan
of:0000000000000004,Port#:2,467,12615161,6336661,531,146,0,0,598,5,5,2,0,0,0,0,0,8,142675,142573,PortScan
of:000000000000000a,Port#:3,174279,45157472,19016328,151669,1075,2,278,280,2,5,3,0,0,0,0,0,4,644814,644690,Normal
of:0000000000000003,Port#:3,354,31917,12622231,459,126,4,362,404,5,5,1,0,0,0,0,0,8,1040,939,TCP-SYN
of:000000000000000c,Port#:3,1318,25268570,12655351,873,226,2,278,280,2,5,3,0,0,0,0,0,6,224181,224083,PortScan
of:000000000000000c,Port#:3,871,101726,12724197,1428,937,2,278,280,2,5,3,0,0,0,0,0,604,7372,7254,Blackhole
of:0000000000000001,Port#:3,2159,56771967,31775894,3273,2072,0,0,556,4,5,1,0,0,0,0,0,6,14183,14051,Blackhole
of:0000000000000005,Port#:2,4165,44467760,88652414,6299,3166,4,556,560,4,5,4,0,0,0,0,0,205,26318,26086,Diversion
of:0000000000000005,Port#:1,1831,12694534,12961,97,96,99,5516,280,2,5,5,0,0,0,0,0,6,3933,3848,TCP-SYN
of:0000000000000005,Port#:2,90,12079,6315340,262,86,2,280,1970327,58,5,3,0,0,0,0,0,7,68418,68322,PortScan
of:0000000000000005,Port#:3,207,21465,6318178,285,116,5,626,556,4,4,3,0,0,0,0,0,6,1445,1354,PortScan
of:000000000000000c,Port#:2,3355,82013836,69618102,4651,2122,0,0,740,5,5,3,0,0,0,0,0,4,18902,18678,Diversion
of:0000000000000008,Port#:1,186,6304395,19930,203,86,74,2757669,3593,48,5,1,351,7681,351,7681,351,8,856,766,TCP-SYN
